,Name,Address,Metro,Rating,Money
9591,Табриз,"Судостроительная, 29",Коломенская,,2
9592,Табу,"Генерала Кузнецова, 16, корп. 1",Жулебино,,1
9593,Тавадури,"Садовая-Спасская, 13, стр. 2",Красные Ворота,,2
9594,Таверна у околицы,"просп. Мира, 119, ВДНХ, павильон 326",ВДНХ,,2
9595,Таежные бани,"Волоколамское ш., 89, стр. 1","Тушинская, Волоколамская",,2
9596,Таежный,"Красноказарменная, 16",Авиамоторная,,2
9597,Тажинерия,"Мытная, 74, Даниловский рынок",Тульская,,1
9598,Тайм-авеню,"Часовая, 30",Сокол,,2
9599,Тайна,"Тайнинская, 19",Медведково,,2
9600,Тай чай,"Таганская, 3, ТЦ «Таганский пассаж»","Таганская, Марксистская",,2
9601,Таки да!,"1-й Нагатинский пр., 11, корп. 3",Нагатинская,,3
9602,Такэ До,"Кутузовский просп., 17",Киевская,,3
9603,Талавера,"пл. Европы, 2, гостиница «Radisson Славянская»",Киевская,,4
9604,Талисман,"п. Воскресенское, 9, стр. 1",Теплый Стан,,2
9605,Тамада,"Народного Ополчения, 48, корп. 1","Октябрьское Поле, Панфиловская",,3
9606,Тамани,"Кутузовский просп., 2/1, стр. 1, отель «Radisson Royal Москва»",Киевская,,3
9607,Тамаси,"Новокосинская, 14а, ТЦ «Новый век»",Новокосино,,1
9608,Тамаси,"Новокосинская, 31/4",Новокосино,,1
9609,Тамаси,"просп. Андропова, 8, ТРЦ «Мегаполис»",Технопарк,,1
9610,Там ем,"Новодмитровская, 1, стр. 1, на территории «Хлебозавода»",Дмитровская,,2
9611,Тамерлан,"Петровка, 18/2","Лубянка, Кузнецкий Мост",,3
9612,Таможня дает добро,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза», 3 этаж",Марьина Роща,,2
9613,Таможня дает добро,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка», 2 этаж",Алтуфьево,,2
9614,Тандыр,"Краснопресненская наб., 14а","Выставочная, Деловой центр",,2
9615,Тануки,"Симоновский Вал, 15","Пролетарская, Крестьянская Застава, Дубровка",,2
9616,Тануки,"пр. Шокальского, 67, корп. 2","Медведково, Бабушкинская",,2
9617,Тануки,"Шаболовка, 25",Шаболовская,,2
9618,Тануки,"Коштоянца, 1а",Проспект Вернадского,,2
9619,Тануки,"Привольная, 65/32",Жулебино,,2
9620,Тануки,"Преображенская пл., 5/7",Преображенская площадь,,2
9621,Тануки,"Волгоградский просп., 98, корп. 1",Кузьминки,,2
9622,Тануки,"Дмитровское ш., 64, корп. 3","Владыкино, Петровско-Разумовская",,2
9623,Тануки,"Липецкая, 2, корп. 8","Царицыно, Орехово",,2
9624,Тануки,"Новокосинская, 36",Новокосино,,2
9625,Тануки,"Паустовского, 8","Ясенево, Новоясеневская",,2
9626,Тануки,"Петрозаводская, 11, корп. 1",Речной вокзал,,2
9627,Тануки,"Профсоюзная, 126, корп. 3",Коньково,,2
9628,Тануки,"Сущевский Вал, 31, супермаркет «Оливье»","Савеловская, Марьина Роща",,2
9629,Тануки,"Мосфильмовская, 22",Киевская,,2
9630,Тануки,"Б.Академическая, 65","Войковская, Петровско-Разумовская",,2
9631,Тануки,"Космонавтов, 15",ВДНХ,,2
9632,Тануки,"Южнобутовская, 74",Бунинская аллея,,2
9633,Тануки,"Дмитровское ш., 108б",Петровско-Разумовская,,2
9634,Тануки,"Нахимовский просп., 67",Профсоюзная,,2
9635,Тануки,"Пришвина, 9","Алтуфьево, Бибирево",,2
9636,Тануки,"Борисовские Пруды, 10",Борисово,,2
9637,Тануки,"Новокуркинское ш., 25",,,2
9638,Тануки,"Рязанский просп., 12",Рязанский проспект,,2
9639,Тануки,"Ярцевская, 19, МФК «Кунцево-плаза»",Молодежная,,2
9640,Тануки,"Б.Златоустинский пер., 1","Лубянка, Кузнецкий Мост, Китай-город",,2
9641,Танцы,"Дмитровское ш., 157, стр. 12",Бибирево,,1
9642,Тапас Марбелья,"Ломоносовский просп., 25, корп. 1",Университет,,3
9643,Тапас Марбелья,"Пресненская наб., 4, стр. 1, ММДЦ «Москва-Сити», башня «Эволюция»","Выставочная, Деловой центр",,3
9644,Тапки,"Вавилова, 81, корп. 1","Университет, Профсоюзная, Новые Черемушки",,2
9645,Тапчан,"Ленинградское ш., 112, корп. 4, стр. 5",Речной вокзал,,2
9646,Тарабин,"В.Красносельская, 3а, ТДК «Тройка»",Красносельская,,1
9647,Тарабин,"7-й км Пятницкого ш., влад. 2, ТП «Отрада»",Пятницкое шоссе,,1
9648,Тарантино,"М.Филевская, 30","Кунцевская, Пионерская",,2
9649,Тарас Бульба,"Шмитовский пр., 27, стр. 1","Выставочная, Улица 1905 года, Деловой центр",,2
9650,Тарас Бульба,"Боровское ш., 6, ТЦ «Солнечный рай», 2 этаж",Юго-Западная,,2
9651,Тарас Бульба,"Красноказарменная, 6",Авиамоторная,,2
9652,Тарас Бульба,"Мясницкая, 47",Красные Ворота,,2
9653,Тарас Бульба,"Люблинская, 163",Марьино,,2
9654,Тарелка,"Барклая, 6, стр. 5, БЦ «Барклай-плаза»","Парк Победы, Багратионовская",,1
9655,Тарелка,"Земляной Вал, 9, БЦ «Ситидел»","Курская, Чкаловская",,1
9656,Тарталетка,"Ленинградский просп., 62",Аэропорт,,1
9657,Тархун,"Мневники, 3, корп. 1","Полежаевская, Хорошево",,2
9658,Татарские пироги,"Щепкина, 25/20",Проспект Мира,,1
9659,Тат & Бургер,"Южнопортовая, 18",Кожуховская,,2
9660,Татев,"71-й км МКАД, стр. 17",,,3
9661,Татьяна,"Стремянный пер., 11, гостиница «Татьяна»",Павелецкая,,3
9662,Ташир-пицца,"23-й км Киевского ш., 8, ТРЦ «Рио Румянцево»","Румянцево, Саларьево",,1
9663,Ташир-пицца,"просп. Вернадского, 86а, ТРЦ Avenue South West, 5 этаж",Юго-Западная,,1
9664,Ташир-пицца,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза», 4 этаж",Марьина Роща,,1
9665,Ташир-пицца,"Ленинский просп., 109, ТРЦ «Рио Ленинский», 4 этаж","Проспект Вернадского, Юго-Западная, Калужская",,1
9666,Ташир-пицца,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка», 2 этаж",Алтуфьево,,1
9667,Ташир-пицца,"Б.Черемушкинская, 1, ТРЦ «Рио», 3 этаж",Академическая,,1
9668,Ташир-пицца,"Б.Тульская, 13, ТРЦ «Ереван-плаза», 3 этаж",Тульская,,1
9669,Ташир-пицца,"Рублевское ш., 62, ТРЦ «Европарк»",Крылатское,,1
9670,Тбилисо,"Студеный пр., 36",Медведково,,2
9671,Тбилисские новости,"Новослободская, 18","Новослободская, Менделеевская",,1
9672,Твой кофе,"Дубининская, 27, стр.1",Павелецкая,,1
9673,Театральный подвал,"Чаплыгина, 1а","Чистые пруды, Тургеневская, Сретенский бульвар",,2
9674,Телебистро,"Никитский пер., 7","Охотный Ряд, Театральная, Площадь Революции",,2
9675,Телескоп,"Садовая-Кудринская, 5, стр. 1, в здании Планетария","Краснопресненская, Баррикадная",,2
9676,Телиани,"Лефортовский Вал, 11",Авиамоторная,,2
9677,Темаки,"Дмитриевского, 1",Лермонтовский проспект,,1
9678,Темаки,"Дзержинский, Ленина, 5",,,1
9679,Темп,"просп. Мира, 119, ВДНХ, слева от арки главного входа",ВДНХ,,2
9680,Темпл-бар,"пл. Ганецкого, 1",Войковская,,3
9681,Темпл-бар,"Первомайская, 33","Первомайская, Измайловская",,3
9682,Темпл-бар,"Ореховый б-р, 13",Домодедовская,,3
9683,Теплица,"Орликов пер., 1",Красные Ворота,,2
9684,Теплоход Notte bianca,"Фрунзенская наб., 10, причал «Крымский мост»",Парк культуры,,2
9685,Теплоход «Мария Ермолова»,"Краснохолмская наб., причал «Новоспасский мост»","Павелецкая, Таганская, Пролетарская, Марксистская, Крестьянская Застава",,
9686,Теплоход «Санта Мария»,,,,
9687,Теплоход «Федор Ушаков»,"Краснохолмская наб., причал «Новоспасский мост»","Павелецкая, Таганская, Пролетарская, Марксистская, Крестьянская Застава",,
9688,Теплый очаг,"Генерала Тюленева, 41а",Теплый Стан,,2
9689,Теремок,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»","Охотный Ряд, Театральная, Площадь Революции",,1
9690,Теремок,"Фестивальная, 2б, ТЦ «Речной»",Речной вокзал,,1
9691,Теремок,"Покровка, 4",Китай-город,,1
9692,Теремок,"Кировоградская, 14, ТЦ «Глобал-сити», 2 этаж",Южная,,1
9693,Теремок,"Рублевское ш., 62, ТРЦ «Европарк»",Крылатское,,1
9694,Теремок,"Люблинская, 169, корп. 2, ТРЦ «Мариэль»",Марьино,,1
9695,Теремок,"Комсомольская пл., 6, стр. 1, универмаг «Московский», 1 этаж",Комсомольская,,1
9696,Теремок,"Б.Черемушкинская, 1, ТРЦ «Рио», 3 этаж",Академическая,,1
9697,Теремок,"Миклухо-Маклая, 32а, ТЦ «Капитолий Беляево»",Беляево,,1
9698,Теремок,"Профсоюзная, 61а, ТЦ «Калужский», 2 этаж",Калужская,,1
9699,Теремок,"Маршала Бирюзова, 32, ТРЦ «Пятая авеню»",Октябрьское Поле,,1
9700,Теремок,"Земляной Вал, 33, ТРК «Атриум», 3 этаж","Курская, Чкаловская",,1
9701,Теремок,"Рязанский просп., 2, корп. 2, ТК «Город на Рязанке»",Рязанский проспект,,1
9702,Теремок,"Варшавское ш., 87б, ТДЦ «Варшавский»",Варшавская,,1
9703,Теремок,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",Домодедовская,,1
9704,Теремок,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",Киевская,,1
9705,Теремок,"Измайловское ш., 71а, ТЦ «АСТ»",Партизанская,,1
9706,Теремок,"Дмитровское ш., 89, ТРЦ XL-1",Петровско-Разумовская,,1
9707,Теремок,"Б.Тульская, 13, ТРЦ «Ереван-плаза»",Тульская,,1
9708,Теремок,"Тушинская, 17, ТРЦ «Праздник»",Тушинская,,1
9709,Теремок,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",Университет,,1
9710,Теремок,"Щелковское ш., 100, ТЦ «Щелково»",Щелковская,,1
9711,Теремок,"Щукинская, 42, ТРК «Щука»",Щукинская,,1
9712,Теремок,"Маросейка, 6",Китай-город,,1
9713,Теремок,"ш. Энтузиастов, 12, корп. 2, ТК «Город Лефортово»","Авиамоторная, Площадь Ильича, Римская",,1
9714,Теремок,"84-й км МКАД, гипермаркет «Ашан Алтуфьево»",Алтуфьево,,1
9715,Теремок,"Ленинградский просп., 62а, ТК «Галерея Аэропорт»",Аэропорт,,1
9716,Теремок,"Хорошевское ш., 16, ТЦ «На Беговой»",Беговая,,1
9717,Теремок,"Перерва, 43, корп. 1, ТК «Бум»",Братиславская,,1
9718,Теремок,"Люблинская, 153, ТК «Л-153»",Братиславская,,1
9719,Теремок,"просп. Мира, 211, ТРЦ «Золотой Вавилон»","Свиблово, Ботанический сад, ВДНХ",,1
9720,Теремок,"Алтуфьевское ш., 8, ТРЦ «Алтуфьевский»",Владыкино,,1
9721,Теремок,"Ленинградское ш., 16, стр. 4, ТЦ «Метрополис»",Войковская,,1
9722,Теремок,"Пресненская наб., 2, ТЦ «Афимолл-сити»","Выставочная, Деловой центр",,1
9723,Теремок,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",Домодедовская,,1
9724,Теремок,"Ореховый б-р, 15, ТЦ «Галерея Водолей»",Домодедовская,,1
9725,Теремок,"просп. Андропова, 8, ТРЦ «Мегаполис»",Технопарк,,1
9726,Теремок,"Ореховый б-р, 22а, ТРК «Облака»","Домодедовская, Красногвардейская, Зябликово",,1
9727,Теремок,"В.Красносельская, 3а, ТДК «Тройка»",Красносельская,,1
9728,Теремок,"53-й км МКАД, гипермаркет «Ашан Марфино»","Кунцевская, Славянский бульвар",,1
9729,Теремок,"Железнодорожный, Советская, 9, ТЦ «Эдельвейс»",,,1
9730,Теремок,"Земляной Вал, 29, в здании Курского вокзала","Курская, Чкаловская",,1
9731,Теремок,"Вавилова, 3, ТРЦ «Гагаринский»",Ленинский проспект,,1
9732,Теремок,"Таганская, 1, ТЦ «Звездочка»","Таганская, Марксистская",,1
9733,Теремок,"Дубравная, 34/29, ТРЦ «Ладья»",Митино,,1
9734,Теремок,"66-й км МКАД, пересечение с Волоколамским ш., ТК «Твой дом»",Мякинино,,1
9735,Теремок,"Профсоюзная, 56, ТЦ «Черемушки»",Новые Черемушки,,1
9736,Теремок,"Планерная, 7, ТПУ «Планерная»",Планерная,,1
9737,Теремок,"Гжельский пер., 19, стр. 2","Площадь Ильича, Римская",,1
9738,Теремок,"Кировоградская, 13а, ТЦ Columbus, северная галерея",Пражская,,1
9739,Теремок,"Шереметьевская, 20а, ТЦ «Капитолий Марьина Роща»",Марьина Роща,,1
9740,Теремок,"Рязанский просп., 46, корп. 3",Рязанский проспект,,1
9741,Теремок,"Семеновская пл., 1, ТРЦ «Семеновский»",Семеновская,,1
9742,Теремок,"Арбат, 32, стр. 1",Смоленская,,1
9743,Теремок,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",Теплый Стан,,1
9744,Теремок,"Новоясеневский просп., 1, ТРЦ «Спектр»",Теплый Стан,,1
9745,Теремок,"Багратионовский пр., 5, ТРЦ «Филион»","Багратионовская, Фили",,1
9746,Теремок,"микрорайон Северное Чертаново, 1а, ТЦ «Авентура»",Чертановская,,1
9747,Теремок,"Б.Семеновская, 16, ТРЦ «Серебряный дом»",Электрозаводская,,1
9748,Теремок,"Новоясеневский просп., 11, ТК «Золотой Вавилон Ясенево»",Ясенево,,1
9749,Теремок,"Севастопольский просп., 11е, ТЦ «Капитолий Севастопольский»","Академическая, Тульская",,1
9750,Теремок,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача»","Кузьминки, Люблино, Братиславская, Котельники",,1
9751,Теремок,"Дубосековская, 8, МАИ, главный корп., 2 этаж",Войковская,,1
9752,Теремок,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка»",Алтуфьево,,1
9753,Теремок,"Правобережная, 1б, ТЦ «Капитолий Ленинградский»",Речной вокзал,,1
9754,Теремок,"Сходненская, 56, ТРЦ «Калейдоскоп»",Сходненская,,1
9755,Теремок,"Орликов пер., 8","Красные Ворота, Комсомольская",,1
9756,Теремок,"Н.Арбат, 17","Арбатская, Смоленская",,1
9757,Теремок,"пл. Ганецкого, 1б",Войковская,,1
9758,Теремок,"Поляны, 8, ТЦ «Вива», 2 этаж","Бульвар Дмитрия Донского, Улица Старокачаловская",,1
9759,Теремок,"Гоголевский б-р, 3/2",Кропоткинская,,1
9760,Теремок,"2-я Брестская, 8, БЦ «Панорама»",Маяковская,,1
9761,Теремок,"Старокачаловская, 5а, ТЦ «Круг», 2 этаж","Бульвар Дмитрия Донского, Улица Старокачаловская",,1
9762,Теремок,"7-й км Пятницкого ш., влад. 2, ТП «Отрада»",Пятницкое шоссе,,1
9763,Теремок,"Ленинский просп., 109, ТРЦ «Рио Ленинский»","Проспект Вернадского, Юго-Западная, Калужская",,1
9764,Теремок,"Осенний б-р, 12, ТЦ «Крылатский»",Крылатское,,1
9765,Теремок,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза»",Марьина Роща,,1
9766,Теремок,"22-й км Киевского ш., БП «Румянцево»",Румянцево,,1
9767,Теремок,"Лобненская, 4а, ТЦ «Зигзаг»","Алтуфьево, Петровско-Разумовская",,1
9768,Теремок,"Мясницкая, 30","Чистые пруды, Тургеневская, Сретенский бульвар",,1
9769,Теремок,"Сущевский Вал, 22",Марьина Роща,,1
9770,Теремок,"Новослободская, 5, стр. 1","Новослободская, Менделеевская",,1
9771,Теремок,"Каширское ш., 26, ТРК «Москворечье»",Каширская,,1
9772,Теремок,"Каширское ш., 14, ТРЦ «Гудзон»","Каширская, Нахимовский проспект",,1
9773,Теремок,"Снежная, 27, ТРЦ «Свиблово»",Свиблово,,1
9774,Теремок,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",Мякинино,,1
9775,Теремок,"Авиамоторная, 12",Авиамоторная,,1
9776,Теремок,"просп. Мира, 119, ВДНХ, между павильонами 64 и 66",ВДНХ,,1
9777,Теремок,"Свободный просп., 33, ТД «Перовский»",Новогиреево,,1
9778,Теремок,"Волгоградский просп., 84, корп. 1",Кузьминки,,1
9779,Теремок,"Головинское ш., 5, ТЦ «Водный»",Водный стадион,,1
9780,Теремок,"9-й км от МКАД Новорижского ш., ТК «Твой дом»",,,1
9781,Теремок,"87-й км МКАД, ТК «Час пик»","Медведково, Алтуфьево, Бибирево",,1
9782,Теремок,"Солнцевский просп., 21, ТЦ «Столица»",,,1
9783,Теремок,"47-й км МКАД, гипермаркет «Наш»",Юго-Западная,,1
9784,Теремок,"Орджоникидзе, 11, дисконт-центр «Орджоникидзе, 11»",Ленинский проспект,,1
9785,Теремок,"Локомотивный пр., 4, ТЦ «Парус»",Петровско-Разумовская,,1
9786,Теремок,"Ярцевская, 19, МФК «Кунцево-плаза»",Молодежная,,1
9787,Теремок,"Борисовские Пруды, 26, стр. 2, ТРЦ «Браво»",Алма-Атинская,,1
9788,Теремок,"22-й км Киевского ш., 6, стр. 1, ОП Comcity",Румянцево,,1
9789,Теремок,"Ленинская Слобода, 26, стр. 2, ТЦ «Оранж-парк»",Автозаводская,,1
9790,Теремок,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,1
9791,Теремок,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1
9792,Теремок,"Лесная, 5, БЦ «Белая площадь»",Белорусская,,1
9793,Теремок,"7-я Кожуховская, 9, ТРК «Мозаика»","Автозаводская, Дубровка, Кожуховская",,1
9794,Теремок,"Фридриха Энгельса, 3/5, стр. 4",Бауманская,,1
9795,Теремок,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1
9796,Теремок,"Ярославское ш., 54, гипермаркет «Наш»",Бабушкинская,,1
9797,Теремок,"Поречная, 10, ТРК Mari",Марьино,,1
9798,Теремок,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,1
9799,Теремок,"Новоясеневский просп., влад. 7, ТЦ «Калита»",Ясенево,,1
9800,Теремок,"Мастеркова, 6",Автозаводская,,1
9801,Теремок,"просп. Вернадского, 86а, ТРЦ Avenue South West",Юго-Западная,,1
9802,Теремок,"аэропорт Шереметьево-3, терминал D, 1 этаж",,,1
9803,Теремок,"Ниж.Сусальный пер., 5, стр. 1, бизнес-квартал «Арма»","Курская, Чкаловская",,1
9804,Теремок,"Декабристов, 12, ТК «Золотой Вавилон Отрадное»",Отрадное,,1
9805,Теремок,"Сигнальный пр., 17, ТЦ «Парк-хаус Сигнальный»",Владыкино,,1
9806,Теремок,"Автозаводская, 18, ТРЦ «Ривьера»",Автозаводская,,1
9807,Теремок,"Бесединское ш., 15, ТЦ «Парк-хаус Братеево»",Алма-Атинская,,1
9808,Теремок,"Кировоградская, 13а, ТЦ Columbus, южная галерея",Пражская,,1
9809,Теремок,"Кутузовский просп., 57, ТРЦ «Океания»",Славянский бульвар,,1
9810,Теремок,"Хорошевское ш., 27, ТРЦ «Хорошо!»","Полежаевская, Хорошево",,1
9811,Теремок,"Грузинский Вал, 28/45",Белорусская,,1
9812,Теремок,"Святоозерская, 1а, ТЦ «Косино-парк»",,,1
9813,Теремок,"Аэропорт Шереметьево-2, терминал Е, 2 этаж",,,1
9814,Теремок,"Никольская, 8/1","Охотный Ряд, Театральная, Площадь Революции",,1
9815,Теремок,"56-й км МКАД, ТРЦ «Vegas Кунцево»","Молодежная, Кунцевская",,1
9816,Терияки,"Косыгина, 15, гостиница Korston","Воробьевы горы, Ленинский проспект",,2
9817,Терка,"Покровка, 2/1",Китай-город,,2
9818,Терранео,"Вознесенский пер., 7, гостиница Courtyard Moscow City Center","Тверская, Пушкинская, Чеховская",,
9819,Терраса,"Угличская, 13, стр. 3",Алтуфьево,,2
9820,Терраса,"просп. Мира, 150, гостиница «Космос»",ВДНХ,,2
9821,Территория,"Братиславская, 29, корп. 1",Братиславская,,2
9822,Территория,"Рязанский просп., 64",Рязанский проспект,,2
9823,Территория,"Ясногорская, 2",Ясенево,,2
9824,Территория,"Волгоградский просп., 108",Кузьминки,,2
9825,Территория,"Свободы, 48, корп. 1","Речной вокзал, Сходненская",,2
9826,Территория,"Липецкая, 22","Царицыно, Орехово",,2
9827,Территория,"Чечерский пр., 64",Бунинская аллея,,2
9828,Территория,"Пятницкое ш., 12",Волоколамская,,2
9829,Территория дыма,"Варшавское ш., 34",Нагатинская,,
9830,Территория мороженого,"Тверская, 5/6, в здании театра им. Ермоловой","Охотный Ряд, Театральная, Площадь Революции",,1
9831,Те самые пончики,"просп. Мира, 119, ВДНХ, павильон 70",ВДНХ,,1
9832,Те самые пончики,"просп. Мира, 119, ВДНХ, павильон 19",ВДНХ,,1
9833,Те самые пончики,"просп. Мира, 119, ВДНХ, между павильонами 64 и 66",ВДНХ,,1
9834,Те самые пончики,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1
9835,Те самые пончики,"1-я Останкинская, 55, ТЦ «ВДНХ»",ВДНХ,,1
9836,Тести-мил,"Студенческая, 33, корп. 5","Кутузовская, Студенческая",,1
9837,Тесто,"пос. Вешки, Мытищинский р-н, Заводская, 5а",,,3
9838,Тесто & Сыр,"Профсоюзная, 61а, ТЦ «Калужский», 2 этаж",Калужская,,1
9839,Тетя Мотя,"Крымский Вал, 9, стр. 52, в парке Горького","Парк культуры, Октябрьская",,2
9840,Тетя Мотя,"пр. Сокольнического Круга, 7, в парке «Сокольники»",Сокольники,,2
9841,Тиа,"Матросская Тишина, 23/7, стр. 1","Преображенская площадь, Сокольники",,1
9842,Тимур,"Ленинский просп., 146, гостиница Astrus",Юго-Западная,,2
9843,Типография,"3-я ул. Ямского Поля, 24",Белорусская,,2
9844,Тирольские пироги,"1-я Тверская-Ямская, 11",Маяковская,,1
9845,Тирольские пироги,"Калошин пер., 6/1","Кропоткинская, Арбатская, Смоленская",,1
9846,Тирольские пироги,"Шаболовка, 25, корп. 2",Шаболовская,,1
9847,Тирольские пироги,"Воронцовская, 48","Пролетарская, Крестьянская Застава",,1
9848,Тирольские пироги,"просп. Вернадского, 13",Университет,,1
9849,Тирольские пироги,"Ленинский просп., 67","Университет, Академическая",,1
9850,Тирольские пироги,"Коштоянца, 20, корп. 4","Проспект Вернадского, Юго-Западная",,1
9851,Тифлис,"Новочеремушкинская, 34, корп. 1, стр. 2",Профсоюзная,,2
9852,Тифлис,"Измайловское ш., 3а","Семеновская, Электрозаводская",,2
9853,Тквен-Генацвалет,"Бутырская, 77, БЦ «Диагональ-хаус»",Дмитровская,,2
9854,Ткемали,"Ст.Басманная, 18, стр. 4","Красные Ворота, Бауманская, Курская, Чкаловская",,2
9855,Ткемали,"Пушечная, 7/5","Лубянка, Кузнецкий Мост",,3
9856,То да сё,"Енисейская, 5, корп. 2","Бабушкинская, Свиблово",,2
9857,То да сё,"Пятницкая, 54, стр. 2","Новокузнецкая, Добрынинская, Третьяковская, Серпуховская",,2
9858,То да сё,"Нижегородская, 8","Таганская, Марксистская",,2
9859,То да сё,"Мясницкая, 47",Красные Ворота,,2
9860,То да сё,"М.Юшуньская, 1, корп. 1","Севастопольская, Каховская",,2
9861,То да сё,"Смоленская пл., 6/13",Смоленская,,2
9862,То да сё,"Сретенка, 26/1",Сухаревская,,2
9863,То да сё,"1-я Тверская-Ямская, 3",Маяковская,,2
9864,То да сё,"Ленинская Слобода, 26, МЦ Roomer",Автозаводская,,2
9865,То да сё,"Декабристов, 17",Отрадное,,2
9866,То да сё,"Казакова, 8, стр. 2","Курская, Чкаловская",,2
9867,То да сё,"Люблинская, 157, корп. 3",Марьино,,2
9868,То да сё,"Вавилова, 74а","Университет, Профсоюзная",,2
9869,Тоже паб,"Валовая, 21","Добрынинская, Павелецкая, Серпуховская",,2
9870,Тойкана,"Цандера, 7, корп. 2а",ВДНХ,,1
9871,Токат,"Новорязанская, 21",Комсомольская,,2
9872,Токио,"Б.Афанасьевский пер., 34",Арбатская,,3
9873,Токио City,"Миклухо-Маклая, 36, ТЦ «МЦ», 2 этаж",Беляево,,2
9874,Токио-рамен,"Лесная, 1/2",Белорусская,,1
9875,Том-ям,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,1
9876,Тонгал,"Красного Маяка, 15а, ТЦ «Маяк»","Пражская, Улица Академика Янгеля",,2
9877,Топаз,"Озерковская наб., 26, отель «Аквамарин»","Новокузнецкая, Третьяковская",,2
9878,Торино,"Люберецкий р-н, пос. Октябрьский, Ленина, 52",,,2
9879,Торнадо,"Б.Тульская, 13, ТРЦ «Ереван-плаза»",Тульская,,2
9880,Торнадо,"Нахимовский просп., 57",Профсоюзная,,2
9881,Торнадо,"Профсоюзная, 128, корп. 1",Коньково,,2
9882,Торнадо,"Митинская, 36, корп. 1, ТЦ «Ковчег»",Митино,,2
9883,Торнадо,"Б.Черемушкинская, 1, ТРЦ «Рио»",Академическая,,2
9884,Торнадо,"Головинское ш., 1",Водный стадион,,2
9885,Торнадо,"Кировоградская, 9, корп. 4, ТЦ «Южный»",Южная,,2
9886,Торнадо,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",Теплый Стан,,2
9887,Торнадо,"Ленинский просп., 109, ТРЦ «Рио Ленинский»","Проспект Вернадского, Юго-Западная, Калужская",,2
9888,Торт и кофе,"Садовая-Черногрязская, 8, стр. 6",Красные Ворота,,1
9889,Торт «Москва»,"Триумфальная пл., павильон напротив выхода из метро",Маяковская,,1
9890,Торты Александра Селезнева,"ш. Энтузиастов, 12, корп. 2, ТК «Город Лефортово», 1 этаж","Авиамоторная, Площадь Ильича, Римская",,1
9891,Торты Александра Селезнева,"Фридриха Энгельса, 7/21",Бауманская,,1
9892,Торты Александра Селезнева,"Миклухо-Маклая, 33",Беляево,,1
9893,Торты Александра Селезнева,"3-я Парковая, 6",Измайловская,,1
9894,Торты Александра Селезнева,"Новинки, 1",Коломенская,,1
9895,Торты Александра Селезнева,"Новоясеневский просп., 1, ТРЦ «Спектр»",Теплый Стан,,1
9896,Торты Александра Селезнева,"Б.Тульская, 11, ТДК «Тульский»",Тульская,,1
9897,Торты Александра Селезнева,"Мичуринский просп., 9, корп. 1",Университет,,1
9898,Торты Александра Селезнева,"микрорайон Северное Чертаново, 1а, ТЦ «Авентура»",Чертановская,,1
9899,Торты Александра Селезнева,"Шаболовка, 10, ТЦ «Конкорд-маркет»",Шаболовская,,1
9900,Тоторо,"Кутузовский просп., 2/1, стр. 6","Смоленская, Киевская",,2
9901,Точка,"Б.Спасская, 8, стр. 1а","Проспект Мира, Сухаревская",,3
9902,Точка дзы,"Цветной б-р, 7","Цветной бульвар, Трубная",,1
9903,Точка дзы,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 4 этаж",Киевская,,1
9904,Точка кипения,"просп. 60-летия Октября, 20",Академическая,,2
9905,Традиции,"Щербинка, Железнодорожная, 24","Бульвар Дмитрия Донского, Улица Старокачаловская",,2
9906,Традиция есть,"Варшавское ш., 145, корп. 8",Аннино,,1
9907,Траза,"Костомаровский пер., 3, стр. 8","Курская, Площадь Ильича, Чкаловская, Римская",,2
9908,Трактир,"Измайловское ш., 73ж, КРК «Кремль в Измайлово»",Партизанская,,2
9909,Трактир на Бехтерева,"Бехтерева, 27",Царицыно,,2
9910,Трактир Пожарского,"66-й км МКАД, пересечение с Волоколамским ш., ТЦ Crocus City Mall",Мякинино,,3
